siteID,STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,SNWD,SNOW,TSUN,TMAX,TMIN,TOBS
UNDE,GHCND:US1WIVL0003,PRESQUE ISLE 0.8 NNW WI US,500.8,46.2578,-89.7332,20141105,3,,,,,,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140101,0,0,,,89,-56,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140102,119,0,,,67,-56,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140103,0,0,,,-22,-89,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140104,0,0,,,83,-100,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140105,127,0,,,122,17,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140106,5,0,,,17,-150,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140107,0,0,,,-72,-172,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140108,0,0,,,22,-128,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140109,0,0,,,94,-56,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140110,48,0,,,100,28,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140111,254,0,,,167,39,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140112,0,0,,,139,-17,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140113,91,0,,,83,-11,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140114,41,0,,,139,11,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140115,0,0,,,72,-44,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140116,0,0,,,50,-78,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140117,0,0,,,56,-39,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140118,0,0,,,33,-61,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140119,0,0,,,94,-22,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140120,0,0,,,156,-39,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140121,10,0,,,61,-78,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140122,0,0,,,-28,-128,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140123,0,0,,,-28,-106,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140124,0,0,,,-28,-156,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140125,0,0,,,33,-100,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140126,0,0,,,133,-83,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140127,0,0,,,61,-67,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140128,23,0,,,-67,-133,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140129,0,50,,,-28,-189,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140130,0,0,,,39,-161,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140131,0,0,,,89,-72,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140201,0,,,,,,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140301,0,0,,,156,33,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140302,25,0,,,217,83,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140303,421,0,,,111,-44,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140304,0,0,,,50,-44,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140305,0,0,,,133,-22,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140306,0,0,,,133,6,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140307,0,0,,,183,44,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140308,0,0,,,211,6,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140309,0,0,,,194,33,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140310,0,0,,,222,11,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140311,0,0,,,250,28,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140312,36,0,,,200,6,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140313,0,0,,,94,-17,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140314,0,0,,,194,-33,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140315,0,0,,,206,28,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140316,157,0,,,117,56,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140317,0,0,,,61,39,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140318,0,0,,,133,39,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140319,0,0,,,150,50,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140320,0,0,,,172,11,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140321,0,0,,,200,-17,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140322,0,0,,,222,28,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140323,104,0,,,144,39,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140324,0,0,,,133,-22,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140325,0,0,,,78,-11,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140326,0,0,,,100,-50,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140327,0,0,,,206,-28,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140328,63,0,,,167,100,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140329,211,0,,,150,56,
ORNL,GHCND:USW00003841,OAK RIDGE ATDD TN US,275.8,36.0028,-84.2486,20140330,0,0,,,167,6,
